order_id,order_date,product_id,product_name,category,brand,customer_id,customer_segment,region,city,state,quantity_sold,price,discount,stock_available,shipping_fee,payment_method,fulfillment_type,order_status,return_requested,rating,device_type,coupon_code,warehouse_zone,seller_notes,promo_flag
ORD71966,2025-02-19,1006,Power Bank,Electronics,Voltix,CUST4084,New,South,Chennai,Tamil Nadu,6,2710,18,43,29,COD,Warehouse,Shipped,No,4.8,Mobile,,C,Seasonal demand,No
ORD71967,2025-02-19,1007,Smart Watch,Electronics,SoundMax,CUST4093,Repeat,East,Kolkata,West Bengal,3,2820,20,69,44,NetBanking,Marketplace,Processing,No,3.8,Desktop,NEW10,D,Premium segment,No
ORD71968,2025-02-19,1008,Portable SSD,Electronics,VisionOne,CUST4102,VIP,West,Ahmedabad,Gujarat,5,3005,5,95,59,UPI,Warehouse,Delivered,No,4.0,Tablet,SAVE15,A,Fast moving item,No
ORD71969,2025-02-19,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4111,New,West,Surat,Gujarat,3,3190,8,77,74,Card,Marketplace,Delivered,No,4.2,Mobile,FEST20,B,Stable demand,No
ORD71970,2025-02-19,1010,LED Monitor,Electronics,ByteCraft,CUST4120,Repeat,West,Vadodara,Gujarat,5,3375,10,115,89,COD,Warehouse,Shipped,No,4.5,Desktop,MEGA5,C,Seasonal demand,No
ORD71971,2025-02-19,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4129,VIP,West,Rajkot,Gujarat,5,760,5,63,29,NetBanking,Marketplace,Processing,No,4.2,Tablet,,D,Premium segment,No
ORD71972,2025-02-19,1012,Phone Case,Accessories,CarryNest,CUST4138,New,West,Mumbai,Maharashtra,2,870,8,89,44,UPI,Warehouse,Delivered,No,3.9,Mobile,NEW10,A,Fast moving item,No
ORD71973,2025-02-19,1013,Desk Organizer,Accessories,LoopGear,CUST4147,Repeat,West,Pune,Maharashtra,4,1055,10,83,59,Card,Marketplace,Delivered,No,4.1,Desktop,SAVE15,B,Stable demand,No
ORD71974,2025-02-19,1014,Cable Protector,Accessories,FlexCase,CUST4156,VIP,West,Nagpur,Maharashtra,6,1240,12,109,74,COD,Warehouse,Shipped,Yes,4.4,Tablet,FEST20,C,Seasonal demand,No
ORD71975,2025-02-19,1015,Mouse Pad,Accessories,PackPoint,CUST4165,New,North,Delhi,Delhi,4,1425,15,180,89,NetBanking,Marketplace,Processing,No,4.6,Mobile,MEGA5,D,Premium segment,No
ORD71976,2025-02-19,1016,Backpack,Accessories,UrbanTrail,CUST4174,Repeat,North,Jaipur,Rajasthan,6,1610,18,71,29,UPI,Warehouse,Delivered,No,4.8,Desktop,,A,Fast moving item,No
ORD71977,2025-02-19,1017,Laptop Stand,Accessories,CarryNest,CUST4183,VIP,North,Lucknow,Uttar Pradesh,3,1720,20,65,44,Card,Marketplace,Delivered,No,3.8,Tablet,NEW10,B,Stable demand,No
ORD71978,2025-02-19,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4192,New,South,Bengaluru,Karnataka,5,1905,5,91,59,COD,Warehouse,Shipped,No,4.0,Mobile,SAVE15,C,Seasonal demand,No
ORD71979,2025-02-19,1019,Travel Adapter,Accessories,FlexCase,CUST4201,Repeat,South,Hyderabad,Telangana,3,2090,8,117,74,NetBanking,Marketplace,Processing,No,4.2,Desktop,FEST20,D,Premium segment,No
ORD71980,2025-02-19,1020,Stylus Pen,Accessories,PackPoint,CUST4210,VIP,South,Chennai,Tamil Nadu,5,2275,10,143,89,UPI,Warehouse,Delivered,No,4.5,Tablet,MEGA5,A,Fast moving item,No
ORD71981,2025-02-19,1021,Smart Bulb,Home,BrightNest,CUST4219,New,East,Kolkata,West Bengal,5,660,5,47,29,Card,Marketplace,Delivered,No,4.2,Mobile,,B,Stable demand,No
ORD71982,2025-02-19,1022,LED Desk Lamp,Home,ClayCraft,CUST4228,Repeat,West,Ahmedabad,Gujarat,2,770,8,73,44,COD,Warehouse,Shipped,No,3.9,Desktop,NEW10,C,Seasonal demand,No
ORD71983,2025-02-19,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4237,VIP,West,Surat,Gujarat,4,955,10,144,59,NetBanking,Marketplace,Processing,No,4.1,Tablet,SAVE15,D,Premium segment,No
ORD71984,2025-02-19,1024,Water Bottle,Home,NordLeaf,CUST4246,New,West,Vadodara,Gujarat,6,1140,12,125,74,UPI,Warehouse,Delivered,No,4.4,Mobile,FEST20,A,Fast moving item,No
ORD71985,2025-02-19,1025,Air Purifier Filter,Home,AuraLite,CUST4255,Repeat,West,Rajkot,Gujarat,4,1325,15,119,89,Card,Marketplace,Delivered,No,4.6,Desktop,MEGA5,B,Stable demand,No
ORD71986,2025-02-19,1026,Wall Clock,Home,BrightNest,CUST4264,VIP,West,Mumbai,Maharashtra,6,1510,18,55,29,COD,Warehouse,Shipped,No,4.8,Tablet,,C,Seasonal demand,No
ORD71987,2025-02-19,1027,Storage Basket,Home,ClayCraft,CUST4273,New,West,Pune,Maharashtra,3,1620,20,126,44,NetBanking,Marketplace,Processing,No,3.8,Mobile,NEW10,D,Premium segment,No
ORD71988,2025-02-19,1028,Table Runner,Home,HomeGlow,CUST4282,Repeat,West,Nagpur,Maharashtra,5,1805,5,107,59,UPI,Warehouse,Delivered,No,4.0,Desktop,SAVE15,A,Fast moving item,No
ORD71989,2025-02-19,1029,Scented Candle,Home,NordLeaf,CUST4291,VIP,North,Delhi,Delhi,3,1990,8,101,74,Card,Marketplace,Delivered,No,4.2,Tablet,FEST20,B,Stable demand,No
ORD71990,2025-02-19,1030,Bedside Lamp,Home,AuraLite,CUST4300,New,North,Jaipur,Rajasthan,5,2175,10,127,89,COD,Warehouse,Shipped,No,4.5,Mobile,MEGA5,C,Seasonal demand,No
ORD71991,2025-02-19,1031,Running Shoes,Fashion,SprintX,CUST4309,Repeat,North,Lucknow,Uttar Pradesh,5,1460,5,51,29,NetBanking,Marketplace,Processing,No,4.2,Desktop,,D,Premium segment,No
ORD71992,2025-02-19,1032,Casual Sneakers,Fashion,ModaCrew,CUST4318,VIP,South,Bengaluru,Karnataka,2,1570,8,77,44,UPI,Warehouse,Delivered,No,3.9,Tablet,NEW10,A,Fast moving item,No
ORD71993,2025-02-19,1033,Denim Jacket,Fashion,UrbanBeat,CUST4327,New,South,Hyderabad,Telangana,4,1755,10,71,59,Card,Marketplace,Delivered,No,4.1,Mobile,SAVE15,B,Stable demand,No
ORD71994,2025-02-19,1034,Sports T-Shirt,Fashion,FitWear,CUST4336,Repeat,South,Chennai,Tamil Nadu,6,1940,12,97,74,COD,Warehouse,Shipped,No,4.4,Desktop,FEST20,C,Seasonal demand,No
ORD71995,2025-02-19,1035,Leather Wallet,Fashion,StreetRoot,CUST4345,VIP,East,Kolkata,West Bengal,4,2125,15,123,89,NetBanking,Marketplace,Processing,No,4.6,Tablet,MEGA5,D,Premium segment,No
ORD71996,2025-02-19,1036,Sunglasses,Fashion,SprintX,CUST4354,New,West,Ahmedabad,Gujarat,6,2310,18,59,29,UPI,Warehouse,Delivered,No,4.8,Mobile,,A,Fast moving item,No
ORD71997,2025-02-19,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4363,Repeat,West,Surat,Gujarat,3,2420,20,53,44,Card,Marketplace,Delivered,No,3.8,Desktop,NEW10,B,Stable demand,No
ORD71998,2025-02-19,1038,Cap,Fashion,UrbanBeat,CUST4372,VIP,West,Vadodara,Gujarat,5,2605,5,79,59,COD,Warehouse,Shipped,No,4.0,Tablet,SAVE15,C,Seasonal demand,No
ORD71999,2025-02-19,1039,Travel Hoodie,Fashion,FitWear,CUST4381,New,West,Rajkot,Gujarat,3,2790,8,105,74,NetBanking,Marketplace,Processing,No,4.2,Mobile,FEST20,D,Premium segment,No
ORD72000,2025-02-19,1040,Gym Bag,Fashion,StreetRoot,CUST4390,Repeat,West,Mumbai,Maharashtra,5,2975,10,131,89,UPI,Warehouse,Delivered,No,4.5,Desktop,MEGA5,A,Fast moving item,No
ORD72001,2025-02-20,1001,Wireless Mouse,Electronics,Voltix,CUST4050,VIP,North,Jaipur,Rajasthan,1,1800,5,35,29,COD,Warehouse,Shipped,No,3.8,Tablet,NEW10,C,Seasonal demand,No
ORD72002,2025-02-20,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4059,New,North,Lucknow,Uttar Pradesh,3,1985,8,61,44,NetBanking,Marketplace,Processing,No,4.0,Mobile,SAVE15,D,Premium segment,No
ORD72003,2025-02-20,1003,Gaming Headset,Electronics,VisionOne,CUST4068,Repeat,South,Bengaluru,Karnataka,5,2170,10,87,59,UPI,Warehouse,Delivered,No,4.2,Desktop,FEST20,A,Fast moving item,No
ORD72004,2025-02-20,1004,USB-C Charger,Electronics,TechAura,CUST4077,VIP,South,Hyderabad,Telangana,7,2355,12,113,74,Card,Marketplace,Delivered,No,4.5,Tablet,MEGA5,B,Stable demand,No
ORD72005,2025-02-20,1005,Webcam HD,Electronics,ByteCraft,CUST4086,New,South,Chennai,Tamil Nadu,5,2540,15,107,89,COD,Warehouse,Shipped,No,4.7,Mobile,,C,Seasonal demand,No
ORD72006,2025-02-20,1006,Power Bank,Electronics,Voltix,CUST4095,Repeat,East,Kolkata,West Bengal,2,2650,18,43,29,NetBanking,Marketplace,Processing,No,4.4,Desktop,NEW10,D,Premium segment,No
ORD72007,2025-02-20,1007,Smart Watch,Electronics,SoundMax,CUST4104,VIP,West,Ahmedabad,Gujarat,4,2835,20,69,44,UPI,Warehouse,Delivered,No,3.9,Tablet,SAVE15,A,Fast moving item,No
ORD72008,2025-02-20,1008,Portable SSD,Electronics,VisionOne,CUST4113,New,West,Surat,Gujarat,6,3020,5,95,59,Card,Marketplace,Delivered,No,4.1,Mobile,FEST20,B,Stable demand,No
ORD72009,2025-02-20,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4122,Repeat,West,Vadodara,Gujarat,4,3205,8,77,74,COD,Warehouse,Shipped,No,4.3,Desktop,MEGA5,C,Seasonal demand,No
ORD72010,2025-02-20,1010,LED Monitor,Electronics,ByteCraft,CUST4131,VIP,West,Rajkot,Gujarat,6,3390,10,115,89,NetBanking,Marketplace,Processing,No,4.6,Tablet,,D,Premium segment,No
ORD72011,2025-02-20,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4140,New,West,Mumbai,Maharashtra,1,700,5,63,29,UPI,Warehouse,Delivered,No,3.8,Mobile,NEW10,A,Fast moving item,No
ORD72012,2025-02-20,1012,Phone Case,Accessories,CarryNest,CUST4149,Repeat,West,Pune,Maharashtra,3,885,8,89,44,Card,Marketplace,Delivered,No,4.0,Desktop,SAVE15,B,Stable demand,No
ORD72013,2025-02-20,1013,Desk Organizer,Accessories,LoopGear,CUST4158,VIP,West,Nagpur,Maharashtra,5,1070,10,83,59,COD,Warehouse,Shipped,Yes,4.2,Tablet,FEST20,C,Seasonal demand,No
ORD72014,2025-02-20,1014,Cable Protector,Accessories,FlexCase,CUST4167,New,North,Delhi,Delhi,7,1255,12,109,74,NetBanking,Marketplace,Processing,No,4.5,Mobile,MEGA5,D,Premium segment,No
ORD72015,2025-02-20,1015,Mouse Pad,Accessories,PackPoint,CUST4176,Repeat,North,Jaipur,Rajasthan,5,1440,15,180,89,UPI,Warehouse,Delivered,No,4.7,Desktop,,A,Fast moving item,No
ORD72016,2025-02-20,1016,Backpack,Accessories,UrbanTrail,CUST4185,VIP,North,Lucknow,Uttar Pradesh,2,1550,18,71,29,Card,Marketplace,Delivered,No,4.4,Tablet,NEW10,B,Stable demand,No
ORD72017,2025-02-20,1017,Laptop Stand,Accessories,CarryNest,CUST4194,New,South,Bengaluru,Karnataka,4,1735,20,65,44,COD,Warehouse,Shipped,No,3.9,Mobile,SAVE15,C,Seasonal demand,No
ORD72018,2025-02-20,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4203,Repeat,South,Hyderabad,Telangana,6,1920,5,91,59,NetBanking,Marketplace,Processing,No,4.1,Desktop,FEST20,D,Premium segment,No
ORD72019,2025-02-20,1019,Travel Adapter,Accessories,FlexCase,CUST4212,VIP,South,Chennai,Tamil Nadu,4,2105,8,117,74,UPI,Warehouse,Delivered,No,4.3,Tablet,MEGA5,A,Fast moving item,No
ORD72020,2025-02-20,1020,Stylus Pen,Accessories,PackPoint,CUST4221,New,East,Kolkata,West Bengal,6,2290,10,143,89,Card,Marketplace,Delivered,No,4.6,Mobile,,B,Stable demand,No
ORD72021,2025-02-20,1021,Smart Bulb,Home,BrightNest,CUST4230,Repeat,West,Ahmedabad,Gujarat,1,600,5,47,29,COD,Warehouse,Shipped,No,3.8,Desktop,NEW10,C,Seasonal demand,No
ORD72022,2025-02-20,1022,LED Desk Lamp,Home,ClayCraft,CUST4239,VIP,West,Surat,Gujarat,3,785,8,73,44,NetBanking,Marketplace,Processing,No,4.0,Tablet,SAVE15,D,Premium segment,No
ORD72023,2025-02-20,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4248,New,West,Vadodara,Gujarat,5,970,10,144,59,UPI,Warehouse,Delivered,No,4.2,Mobile,FEST20,A,Fast moving item,No
ORD72024,2025-02-20,1024,Water Bottle,Home,NordLeaf,CUST4257,Repeat,West,Rajkot,Gujarat,7,1155,12,125,74,Card,Marketplace,Delivered,No,4.5,Desktop,MEGA5,B,Stable demand,No
ORD72025,2025-02-20,1025,Air Purifier Filter,Home,AuraLite,CUST4266,VIP,West,Mumbai,Maharashtra,5,1340,15,119,89,COD,Warehouse,Shipped,No,4.7,Tablet,,C,Seasonal demand,No
ORD72026,2025-02-20,1026,Wall Clock,Home,BrightNest,CUST4275,New,West,Pune,Maharashtra,2,1450,18,55,29,NetBanking,Marketplace,Processing,No,4.4,Mobile,NEW10,D,Premium segment,No
ORD72027,2025-02-20,1027,Storage Basket,Home,ClayCraft,CUST4284,Repeat,West,Nagpur,Maharashtra,4,1635,20,126,44,UPI,Warehouse,Delivered,No,3.9,Desktop,SAVE15,A,Fast moving item,No
ORD72028,2025-02-20,1028,Table Runner,Home,HomeGlow,CUST4293,VIP,North,Delhi,Delhi,6,1820,5,107,59,Card,Marketplace,Delivered,No,4.1,Tablet,FEST20,B,Stable demand,No
ORD72029,2025-02-20,1029,Scented Candle,Home,NordLeaf,CUST4302,New,North,Jaipur,Rajasthan,4,2005,8,101,74,COD,Warehouse,Shipped,No,4.3,Mobile,MEGA5,C,Seasonal demand,No
ORD72030,2025-02-20,1030,Bedside Lamp,Home,AuraLite,CUST4311,Repeat,North,Lucknow,Uttar Pradesh,6,2190,10,127,89,NetBanking,Marketplace,Processing,No,4.6,Desktop,,D,Premium segment,No
ORD72031,2025-02-20,1031,Running Shoes,Fashion,SprintX,CUST4320,VIP,South,Bengaluru,Karnataka,1,1400,5,51,29,UPI,Warehouse,Delivered,No,3.8,Tablet,NEW10,A,Fast moving item,No
ORD72032,2025-02-20,1032,Casual Sneakers,Fashion,ModaCrew,CUST4329,New,South,Hyderabad,Telangana,3,1585,8,77,44,Card,Marketplace,Delivered,No,4.0,Mobile,SAVE15,B,Stable demand,No
ORD72033,2025-02-20,1033,Denim Jacket,Fashion,UrbanBeat,CUST4338,Repeat,South,Chennai,Tamil Nadu,5,1770,10,71,59,COD,Warehouse,Shipped,No,4.2,Desktop,FEST20,C,Seasonal demand,No
ORD72034,2025-02-20,1034,Sports T-Shirt,Fashion,FitWear,CUST4347,VIP,East,Kolkata,West Bengal,7,1955,12,97,74,NetBanking,Marketplace,Processing,No,4.5,Tablet,MEGA5,D,Premium segment,No
ORD72035,2025-02-20,1035,Leather Wallet,Fashion,StreetRoot,CUST4356,New,West,Ahmedabad,Gujarat,5,2140,15,123,89,UPI,Warehouse,Delivered,No,4.7,Mobile,,A,Fast moving item,No
ORD72036,2025-02-20,1036,Sunglasses,Fashion,SprintX,CUST4365,Repeat,West,Surat,Gujarat,2,2250,18,59,29,Card,Marketplace,Delivered,No,4.4,Desktop,NEW10,B,Stable demand,No
ORD72037,2025-02-20,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4374,VIP,West,Vadodara,Gujarat,4,2435,20,53,44,COD,Warehouse,Shipped,No,3.9,Tablet,SAVE15,C,Seasonal demand,No
ORD72038,2025-02-20,1038,Cap,Fashion,UrbanBeat,CUST4383,New,West,Rajkot,Gujarat,6,2620,5,79,59,NetBanking,Marketplace,Processing,No,4.1,Mobile,FEST20,D,Premium segment,No
ORD72039,2025-02-20,1039,Travel Hoodie,Fashion,FitWear,CUST4392,Repeat,West,Mumbai,Maharashtra,4,2805,8,105,74,UPI,Warehouse,Delivered,No,4.3,Desktop,MEGA5,A,Fast moving item,No
ORD72040,2025-02-20,1040,Gym Bag,Fashion,StreetRoot,CUST4401,VIP,West,Pune,Maharashtra,6,2990,10,131,89,Card,Marketplace,Delivered,No,4.6,Tablet,,B,Stable demand,No
ORD72041,2025-02-21,1001,Wireless Mouse,Electronics,Voltix,CUST4061,New,North,Lucknow,Uttar Pradesh,2,1815,5,35,29,NetBanking,Marketplace,Processing,No,3.9,Mobile,SAVE15,D,Premium segment,No
ORD72042,2025-02-21,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4070,Repeat,South,Bengaluru,Karnataka,4,2000,8,61,44,UPI,Warehouse,Delivered,No,4.1,Desktop,FEST20,A,Fast moving item,No
ORD72043,2025-02-21,1003,Gaming Headset,Electronics,VisionOne,CUST4079,VIP,South,Hyderabad,Telangana,6,2185,10,87,59,Card,Marketplace,Delivered,No,4.3,Tablet,MEGA5,B,Stable demand,No
ORD72044,2025-02-21,1004,USB-C Charger,Electronics,TechAura,CUST4088,New,South,Chennai,Tamil Nadu,8,2370,12,113,74,COD,Warehouse,Shipped,No,4.6,Mobile,,C,Seasonal demand,No
ORD72045,2025-02-21,1005,Webcam HD,Electronics,ByteCraft,CUST4097,Repeat,East,Kolkata,West Bengal,1,2480,15,107,89,NetBanking,Marketplace,Processing,No,4.3,Desktop,NEW10,D,Premium segment,No
ORD72046,2025-02-21,1006,Power Bank,Electronics,Voltix,CUST4106,VIP,West,Ahmedabad,Gujarat,3,2665,18,43,29,UPI,Warehouse,Delivered,No,4.5,Tablet,SAVE15,A,Fast moving item,No
ORD72047,2025-02-21,1007,Smart Watch,Electronics,SoundMax,CUST4115,New,West,Surat,Gujarat,5,2850,20,69,44,Card,Marketplace,Delivered,No,4.0,Mobile,FEST20,B,Stable demand,No
ORD72048,2025-02-21,1008,Portable SSD,Electronics,VisionOne,CUST4124,Repeat,West,Vadodara,Gujarat,7,3035,5,95,59,COD,Warehouse,Shipped,No,4.2,Desktop,MEGA5,C,Seasonal demand,No
ORD72049,2025-02-21,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4133,VIP,West,Rajkot,Gujarat,5,3220,8,77,74,NetBanking,Marketplace,Processing,No,4.4,Tablet,,D,Premium segment,No
ORD72050,2025-02-21,1010,LED Monitor,Electronics,ByteCraft,CUST4142,New,West,Mumbai,Maharashtra,2,3330,10,115,89,UPI,Warehouse,Delivered,No,4.2,Mobile,NEW10,A,Fast moving item,No
ORD72051,2025-02-21,1011,Laptop Sleeve,Accessories,UrbanTrail,CUST4151,Repeat,West,Pune,Maharashtra,2,715,5,63,29,Card,Marketplace,Delivered,No,3.9,Desktop,SAVE15,B,Stable demand,No
ORD72052,2025-02-21,1012,Phone Case,Accessories,CarryNest,CUST4160,VIP,West,Nagpur,Maharashtra,4,900,8,89,44,COD,Warehouse,Shipped,Yes,4.1,Tablet,FEST20,C,Seasonal demand,No
ORD72053,2025-02-21,1013,Desk Organizer,Accessories,LoopGear,CUST4169,New,North,Delhi,Delhi,6,1085,10,83,59,NetBanking,Marketplace,Processing,No,4.3,Mobile,MEGA5,D,Premium segment,No
ORD72054,2025-02-21,1014,Cable Protector,Accessories,FlexCase,CUST4178,Repeat,North,Jaipur,Rajasthan,8,1270,12,109,74,UPI,Warehouse,Delivered,No,4.6,Desktop,,A,Fast moving item,No
ORD72055,2025-02-21,1015,Mouse Pad,Accessories,PackPoint,CUST4187,VIP,North,Lucknow,Uttar Pradesh,1,1380,15,180,89,Card,Marketplace,Delivered,No,4.3,Tablet,NEW10,B,Stable demand,No
ORD72056,2025-02-21,1016,Backpack,Accessories,UrbanTrail,CUST4196,New,South,Bengaluru,Karnataka,3,1565,18,71,29,COD,Warehouse,Shipped,No,4.5,Mobile,SAVE15,C,Seasonal demand,No
ORD72057,2025-02-21,1017,Laptop Stand,Accessories,CarryNest,CUST4205,Repeat,South,Hyderabad,Telangana,5,1750,20,65,44,NetBanking,Marketplace,Processing,No,4.0,Desktop,FEST20,D,Premium segment,No
ORD72058,2025-02-21,1018,Screen Cleaner Kit,Accessories,LoopGear,CUST4214,VIP,South,Chennai,Tamil Nadu,7,1935,5,91,59,UPI,Warehouse,Delivered,No,4.2,Tablet,MEGA5,A,Fast moving item,No
ORD72059,2025-02-21,1019,Travel Adapter,Accessories,FlexCase,CUST4223,New,East,Kolkata,West Bengal,5,2120,8,117,74,Card,Marketplace,Delivered,No,4.4,Mobile,,B,Stable demand,No
ORD72060,2025-02-21,1020,Stylus Pen,Accessories,PackPoint,CUST4232,Repeat,West,Ahmedabad,Gujarat,2,2230,10,143,89,COD,Warehouse,Shipped,No,4.2,Desktop,NEW10,C,Seasonal demand,No
ORD72061,2025-02-21,1021,Smart Bulb,Home,BrightNest,CUST4241,VIP,West,Surat,Gujarat,2,615,5,47,29,NetBanking,Marketplace,Processing,No,3.9,Tablet,SAVE15,D,Premium segment,No
ORD72062,2025-02-21,1022,LED Desk Lamp,Home,ClayCraft,CUST4250,New,West,Vadodara,Gujarat,4,800,8,73,44,UPI,Warehouse,Delivered,No,4.1,Mobile,FEST20,A,Fast moving item,No
ORD72063,2025-02-21,1023,Ceramic Coffee Mug,Home,HomeGlow,CUST4259,Repeat,West,Rajkot,Gujarat,6,985,10,144,59,Card,Marketplace,Delivered,No,4.3,Desktop,MEGA5,B,Stable demand,No
ORD72064,2025-02-21,1024,Water Bottle,Home,NordLeaf,CUST4268,VIP,West,Mumbai,Maharashtra,8,1170,12,125,74,COD,Warehouse,Shipped,No,4.6,Tablet,,C,Seasonal demand,No
ORD72065,2025-02-21,1025,Air Purifier Filter,Home,AuraLite,CUST4277,New,West,Pune,Maharashtra,1,1280,15,119,89,NetBanking,Marketplace,Processing,No,4.3,Mobile,NEW10,D,Premium segment,No
ORD72066,2025-02-21,1026,Wall Clock,Home,BrightNest,CUST4286,Repeat,West,Nagpur,Maharashtra,3,1465,18,55,29,UPI,Warehouse,Delivered,No,4.5,Desktop,SAVE15,A,Fast moving item,No
ORD72067,2025-02-21,1027,Storage Basket,Home,ClayCraft,CUST4295,VIP,North,Delhi,Delhi,5,1650,20,126,44,Card,Marketplace,Delivered,No,4.0,Tablet,FEST20,B,Stable demand,No
ORD72068,2025-02-21,1028,Table Runner,Home,HomeGlow,CUST4304,New,North,Jaipur,Rajasthan,7,1835,5,107,59,COD,Warehouse,Shipped,No,4.2,Mobile,MEGA5,C,Seasonal demand,No
ORD72069,2025-02-21,1029,Scented Candle,Home,NordLeaf,CUST4313,Repeat,North,Lucknow,Uttar Pradesh,5,2020,8,101,74,NetBanking,Marketplace,Processing,No,4.4,Desktop,,D,Premium segment,No
ORD72070,2025-02-21,1030,Bedside Lamp,Home,AuraLite,CUST4322,VIP,South,Bengaluru,Karnataka,2,2130,10,127,89,UPI,Warehouse,Delivered,No,4.2,Tablet,NEW10,A,Fast moving item,No
ORD72071,2025-02-21,1031,Running Shoes,Fashion,SprintX,CUST4331,New,South,Hyderabad,Telangana,2,1415,5,51,29,Card,Marketplace,Delivered,No,3.9,Mobile,SAVE15,B,Stable demand,No
ORD72072,2025-02-21,1032,Casual Sneakers,Fashion,ModaCrew,CUST4340,Repeat,South,Chennai,Tamil Nadu,4,1600,8,77,44,COD,Warehouse,Shipped,No,4.1,Desktop,FEST20,C,Seasonal demand,No
ORD72073,2025-02-21,1033,Denim Jacket,Fashion,UrbanBeat,CUST4349,VIP,East,Kolkata,West Bengal,6,1785,10,71,59,NetBanking,Marketplace,Processing,No,4.3,Tablet,MEGA5,D,Premium segment,No
ORD72074,2025-02-21,1034,Sports T-Shirt,Fashion,FitWear,CUST4358,New,West,Ahmedabad,Gujarat,8,1970,12,97,74,UPI,Warehouse,Delivered,No,4.6,Mobile,,A,Fast moving item,No
ORD72075,2025-02-21,1035,Leather Wallet,Fashion,StreetRoot,CUST4367,Repeat,West,Surat,Gujarat,1,2080,15,123,89,Card,Marketplace,Delivered,No,4.3,Desktop,NEW10,B,Stable demand,No
ORD72076,2025-02-21,1036,Sunglasses,Fashion,SprintX,CUST4376,VIP,West,Vadodara,Gujarat,3,2265,18,59,29,COD,Warehouse,Shipped,No,4.5,Tablet,SAVE15,C,Seasonal demand,No
ORD72077,2025-02-21,1037,Fitness Band Strap,Fashion,ModaCrew,CUST4385,New,West,Rajkot,Gujarat,5,2450,20,53,44,NetBanking,Marketplace,Processing,No,4.0,Mobile,FEST20,D,Premium segment,No
ORD72078,2025-02-21,1038,Cap,Fashion,UrbanBeat,CUST4394,Repeat,West,Mumbai,Maharashtra,7,2635,5,79,59,UPI,Warehouse,Delivered,No,4.2,Desktop,MEGA5,A,Fast moving item,No
ORD72079,2025-02-21,1039,Travel Hoodie,Fashion,FitWear,CUST4403,VIP,West,Pune,Maharashtra,5,2820,8,105,74,Card,Marketplace,Delivered,No,4.4,Tablet,,B,Stable demand,No
ORD72080,2025-02-21,1040,Gym Bag,Fashion,StreetRoot,CUST4412,New,West,Nagpur,Maharashtra,2,2930,10,131,89,COD,Warehouse,Shipped,No,4.2,Mobile,NEW10,C,Seasonal demand,No
ORD72081,2025-02-22,1001,Wireless Mouse,Electronics,Voltix,CUST4072,Repeat,South,Bengaluru,Karnataka,4,1830,5,35,29,UPI,Warehouse,Delivered,No,4.0,Desktop,FEST20,A,Fast moving item,No
ORD72082,2025-02-22,1002,Bluetooth Keyboard,Electronics,SoundMax,CUST4081,VIP,South,Hyderabad,Telangana,7,2015,8,61,44,Card,Marketplace,Delivered,No,4.2,Tablet,MEGA5,B,Stable demand,No
ORD72083,2025-02-22,1003,Gaming Headset,Electronics,VisionOne,CUST4090,New,South,Chennai,Tamil Nadu,9,2200,10,87,59,COD,Warehouse,Shipped,No,4.4,Mobile,,C,Seasonal demand,No
ORD72084,2025-02-22,1004,USB-C Charger,Electronics,TechAura,CUST4099,Repeat,East,Kolkata,West Bengal,7,2310,12,113,74,NetBanking,Marketplace,Processing,No,4.2,Desktop,NEW10,D,Premium segment,No
ORD72085,2025-02-22,1005,Webcam HD,Electronics,ByteCraft,CUST4108,VIP,West,Ahmedabad,Gujarat,3,2495,15,107,89,UPI,Warehouse,Delivered,No,4.4,Tablet,SAVE15,A,Fast moving item,No
ORD72086,2025-02-22,1006,Power Bank,Electronics,Voltix,CUST4117,New,West,Surat,Gujarat,6,2680,18,43,29,Card,Marketplace,Delivered,No,4.6,Mobile,FEST20,B,Stable demand,No
ORD72087,2025-02-22,1007,Smart Watch,Electronics,SoundMax,CUST4126,Repeat,West,Vadodara,Gujarat,8,2865,20,69,44,COD,Warehouse,Shipped,No,4.1,Desktop,MEGA5,C,Seasonal demand,No
ORD72088,2025-02-22,1008,Portable SSD,Electronics,VisionOne,CUST4135,VIP,West,Rajkot,Gujarat,11,3050,5,95,59,NetBanking,Marketplace,Processing,No,4.3,Tablet,,D,Premium segment,No
ORD72089,2025-02-22,1009,Noise Cancelling Headphones,Electronics,TechAura,CUST4144,New,West,Mumbai,Maharashtra,2,3160,8,77,74,UPI,Warehouse,Delivered,No,4.0,Mobile,NEW10,A,Fast moving item,No
